carID,price,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
17688,28995,hyundi, Santa Fe,2019,Automatic,14778,Diesel,145,39.8,2.2
13154,46000,bmw, M4,2019,Automatic,2460,Petrol,145,34,3
13217,11985,hyundi, I40,2018,Manual,17755,Diesel,145,67.3,1.7
18453,34990,bmw, X4,2019,Semi-Auto,5656,Diesel,150,42.8,2
19311,33998,bmw, X4,2019,Semi-Auto,7272,Diesel,150,42.8,2
15402,33870,toyota, Land Cruiser,2017,Semi-Auto,21000,Diesel,150,38.2,2.8
17720,11000,vw, Scirocco,2015,Manual,49853,Diesel,20,55.4,2
17403,16990,ford, Galaxy,2017,Manual,50446,Diesel,125,56.5,2
13502,15965,merc, GL Class,2014,Automatic,34534,Petrol,200,42.8,2
19031,16700,ford, Tourneo Custom,2016,Manual,22704,Diesel,200,44.8,2
13715,9450,hyundi, IX20,2017,Manual,15773,Petrol,145,50.4,1.4
15435,8995,ford, Grand Tourneo Connect,2015,Manual,94000,Diesel,125,58.9,1.6
18679,3990,merc, SLK,2000,Automatic,113237,Petrol,270,27.2,3.2
14659,18450,bmw, 6 Series,2016,Automatic,32449,Diesel,160,51.4,3
14362,52950,merc, S Class,2019,Automatic,4320,Diesel,145,52.3,3
16558,10990,ford, Grand C-MAX,2017,Manual,22888,Petrol,30,54.3,1
14558,20000,bmw, X4,2015,Automatic,44147,Diesel,200,47.9,3
18068,8250,hyundi, IX35,2015,Manual,59238,Diesel,145,54.3,1.7
12934,11485,hyundi, I40,2017,Manual,17393,Diesel,145,65.7,1.7
19321,7885,hyundi, IX35,2015,Manual,59817,Diesel,145,54.3,1.7
14263,6499,ford, Grand Tourneo Connect,2015,Manual,115613,Diesel,125,58.9,1.6
19303,8998,vauxhall, GTC,2016,Manual,40646,Petrol,160,47.1,1.4
13322,16500,toyota, Prius,2013,Automatic,56077,Hybrid,10,64.2,1.8
18156,16750,ford, Grand C-MAX,2019,Manual,15097,Diesel,145,56.5,1.5
14569,17732,bmw, Z4,2016,Semi-Auto,16761,Petrol,200,41.5,2
18992,13400,merc, SLK,2015,Manual,47003,Petrol,205,41.5,1.8
13494,33000,audi, A7,2019,Semi-Auto,6000,Diesel,145,48.7,2
19093,23552,bmw, 6 Series,2015,Semi-Auto,26797,Diesel,160,49.6,3
13415,42989,audi, A8,2019,Automatic,5000,Petrol,145,37.7,3
15180,25000,ford, Puma,2020,Manual,2396,Petrol,145,49.6,1
14613,39999,vw, Amarok,2019,Automatic,3412,Diesel,260,27.7,3
18666,31198,toyota, Hilux,2019,Automatic,18645,Diesel,260,36.2,2.4
13137,10500,ford, Grand C-MAX,2016,Automatic,13642,Diesel,30,58.9,1.5
12282,28975,merc, GL Class,2015,Automatic,51081,Diesel,325,36.2,3
18424,19998,vw, Arteon,2018,Semi-Auto,20810,Petrol,145,47.1,2
17441,26191,bmw, X4,2017,Semi-Auto,37114,Diesel,200,47.9,3
19241,7930,vw, Beetle,2014,Manual,33391,Diesel,30,65.7,1.6
12413,3000,ford, KA,2011,Manual,64304,Petrol,30,57.7,1.2
17112,16999,bmw, 6 Series,2014,Automatic,29178,Diesel,160,50.4,3
12799,59900,audi, RS6,2017,Automatic,17283,Petrol,150,29.4,4
12688,7190,vauxhall, GTC,2016,Manual,26342,Petrol,160,47.1,1.4
17821,13988,vauxhall, Vivaro,2016,Manual,13000,Diesel,160,49.6,1.6
12440,14499,skoda, Yeti,2017,Semi-Auto,11000,Petrol,125,51.4,1.2
17841,17699,merc, V Class,2019,Manual,20578,Diesel,145,46.3,2.1
12568,5595,audi, A8,2006,Automatic,104000,Diesel,325,33.6,3
17887,17998,ford, Tourneo Custom,2017,Manual,41269,Diesel,145,44.8,2
19610,37495,vw, Amarok,2019,Automatic,7500,Diesel,265,28.3,3
15390,27995,vw, Arteon,2019,Semi-Auto,3000,Petrol,145,40.4,1.5
15273,21998,toyota, Hilux,2018,Automatic,12276,Diesel,265,36.2,2.4
18352,55890,merc, S Class,2019,Semi-Auto,3380,Diesel,145,52.3,3
14977,32995,hyundi, Santa Fe,2019,Semi-Auto,7119,Diesel,145,39.2,2.2
13632,18990,ford, Edge,2016,Manual,28043,Diesel,160,48.7,2
17840,7298,vauxhall, GTC,2017,Manual,67928,Diesel,150,65.7,1.6
15060,15500,hyundi, I800,2018,Manual,31312,Diesel,145,31.7,0
13025,24500,vw, Tiguan Allspace,2019,Manual,4487,Diesel,145,46.3,2
18715,64400,bmw, X7,2019,Semi-Auto,3003,Diesel,145,33.6,3
16128,12490,bmw, Z4,2014,Manual,31000,Petrol,200,41.5,2
14045,25990,toyota, Camry,2019,Automatic,10732,Hybrid,135,52.3,2.5
15187,18999,bmw, X4,2017,Automatic,68689,Diesel,145,54.3,2
14062,25200,toyota, PROACE VERSO,2019,Manual,10,Diesel,145,40.4,2
14499,12298,ford, Grand Tourneo Connect,2018,Manual,25546,Diesel,145,61.4,1.5
12214,10500,ford, Grand C-MAX,2017,Manual,38967,Petrol,30,54.3,1
14733,67109,merc, S Class,2019,Semi-Auto,1000,Diesel,145,52.3,3
18877,83995,audi, Q8,2019,Semi-Auto,5978,Diesel,150,30.7,4
16823,14400,merc, CLA Class,2013,Automatic,66000,Diesel,30,62.8,2.1
13482,13495,vauxhall, Combo Life,2019,Manual,4,Petrol,145,42.2,1.2
17697,19500,toyota, Prius,2016,Automatic,10000,Hybrid,0,85.6,1.8
13483,5975,toyota, Land Cruiser,2004,Automatic,160000,Diesel,325,31.4,3
12900,9500,hyundi, IX20,2016,Automatic,4210,Petrol,165,43.5,1.6
12953,28500,ford, Galaxy,2019,Semi-Auto,3802,Diesel,145,54.3,2
14824,32500,ford, Edge,2019,Semi-Auto,1521,Diesel,145,37.2,2
14975,12650,skoda, Yeti,2017,Automatic,12000,Petrol,145,51.4,1.2
12707,19723,toyota, Prius,2015,Automatic,22447,Hybrid,0,68.9,1.8
12068,29999,ford, Edge,2019,Semi-Auto,7999,Diesel,145,37.2,2
18896,16990,skoda, Scala,2019,Semi-Auto,430,Petrol,145,47.1,1
17502,10200,ford, Grand C-MAX,2017,Manual,32058,Diesel,30,64.2,1.5
16765,15995,hyundi, Santa Fe,2016,Manual,32696,Diesel,200,46.3,2.2
14315,18700,vw, Arteon,2017,Semi-Auto,30874,Petrol,145,47.1,2
17579,17500,toyota, Prius,2016,Automatic,31182,Hybrid,0,85.6,1.8
16592,7985,ford, Galaxy,2012,Manual,64237,Petrol,235,39.2,1.6
18063,35995,vw, Amarok,2019,Automatic,5466,Diesel,265,33.6,3
17361,19990,ford, Puma,2019,Manual,3068,Petrol,145,50.4,1
15865,28490,hyundi, Santa Fe,2018,Semi-Auto,10500,Diesel,145,39.8,2.2
18909,23950,vw, Arteon,2019,Manual,100,Diesel,145,52.3,2
17625,9990,hyundi, IX20,2015,Automatic,21900,Petrol,165,43.5,1.6
13325,20999,hyundi, Santa Fe,2017,Semi-Auto,16686,Diesel,235,42.8,2.2
12883,12751,vw, Beetle,2014,Manual,30323,Diesel,150,55.4,2
14563,13495,toyota, Verso,2017,Automatic,24972,Petrol,200,42.8,1.8
17670,18299,skoda, Kamiq,2020,Manual,2500,Petrol,145,47.9,1
14584,14698,vw, Scirocco,2016,Manual,32001,Diesel,20,55.4,2
17106,9398,hyundi, IX35,2015,Manual,47049,Diesel,160,51.4,2
17722,19480,skoda, Scala,2020,Automatic,100,Petrol,145,44.8,1.5
19225,16500,bmw, i3,2016,Automatic,35446,Hybrid,0,470.8,0
12077,36450,toyota, Land Cruiser,2017,Semi-Auto,34580,Diesel,305,38.2,2.8
16153,9950,toyota, Verso,2016,Manual,44098,Diesel,30,62.8,1.6
17198,19995,ford, Galaxy,2017,Manual,20999,Diesel,125,56.5,2
12634,42999,vw, Caravelle,2019,Semi-Auto,5434,Diesel,145,33.6,2
18659,9891,hyundi, IX35,2015,Manual,33910,Petrol,200,41.5,1.6
12242,47995,audi, R8,2013,Manual,19834,Petrol,570,19.6,4.2
15810,41499,toyota, Land Cruiser,2018,Automatic,15191,Diesel,150,38.2,2.8
19056,57991,vw, California,2019,Automatic,6739,Diesel,260,33.2,2
16115,4990,merc, SLK,2004,Manual,51566,Petrol,325,30.7,2
14683,13200,ford, Grand Tourneo Connect,2017,Manual,39494,Diesel,30,64.2,1.5
19369,6580,vauxhall, Antara,2014,Semi-Auto,62308,Diesel,330,33.2,2.2
19145,12995,vauxhall, Vivaro,2016,Manual,29652,Diesel,160,50.4,1.6
14385,20491,ford, Puma,2020,Manual,4998,Petrol,145,50.4,1
18226,49950,audi, RS4,2018,Automatic,23996,Petrol,145,32.1,2.9
19233,27700,ford, Galaxy,2019,Semi-Auto,9513,Diesel,145,46.3,2
15071,56000,merc, S Class,2018,Semi-Auto,2286,Petrol,145,40.9,3
17626,15499,vw, Scirocco,2016,Semi-Auto,13200,Diesel,30,62.8,2
15279,22099,ford, Edge,2017,Semi-Auto,15349,Diesel,200,47.9,2
15068,18545,skoda, Scala,2020,Semi-Auto,100,Petrol,145,45.6,1.5
15729,18490,toyota, GT86,2018,Manual,31231,Petrol,150,36.2,2
14969,37495,merc, X-CLASS,2018,Automatic,7820,Diesel,260,31.4,3
13516,34269,bmw, M3,2015,Semi-Auto,37249,Petrol,300,34,3
13132,5990,ford, KA,2016,Manual,17081,Petrol,30,57.7,1.2
19268,11176,ford, Grand C-MAX,2018,Manual,32038,Diesel,145,64.2,1.5
14405,29998,merc, CLA Class,2020,Automatic,1000,Petrol,145,44.8,1.3
17032,20699,merc, CLS Class,2016,Semi-Auto,23629,Diesel,145,56.5,2.1
14132,4290,ford, KA,2012,Manual,47000,Petrol,30,57.7,1.2
15074,24500,audi, A7,2017,Semi-Auto,38519,Diesel,145,52.3,3
13739,26500,bmw, 6 Series,2017,Automatic,31328,Diesel,145,51.4,3
16990,7985,vw, Jetta,2014,Manual,1,Diesel,20,67.3,1.6
17917,4775,ford, KA,2015,Manual,43544,Petrol,30,57.7,1.2
14024,17150,skoda, Kamiq,2019,Manual,1000,Petrol,145,47.9,1
14252,29950,merc, V Class,2017,Automatic,33000,Diesel,145,44.6,2.1
13176,11390,ford, Grand C-MAX,2016,Automatic,27571,Diesel,30,58.9,1.5
17178,8773,ford, Galaxy,2012,Manual,39653,Petrol,235,39.2,1.6
15118,16000,skoda, Scala,2019,Automatic,2356,Petrol,145,45.6,1.5
13886,47480,bmw, X4,2019,Automatic,123,Petrol,145,26.9,3
19176,8690,hyundi, IX20,2017,Manual,30458,Petrol,150,50.4,1.4
14492,23980,merc, CLS Class,2017,Semi-Auto,26747,Diesel,145,51.4,3
15812,22995,vw, Caravelle,2011,Automatic,45000,Diesel,325,34.4,2
12195,15490,vw, CC,2017,Semi-Auto,17955,Diesel,125,58.9,2
19047,15750,merc, GL Class,2016,Automatic,54761,Diesel,125,56.6,2.1
16603,18500,skoda, Scala,2019,Semi-Auto,3500,Petrol,145,45.6,1.5
14491,43500,bmw, X4,2019,Automatic,2380,Petrol,145,26.9,3
15555,4990,merc, SLK,2004,Automatic,62744,Petrol,325,30.7,2
15426,26990,merc, S Class,2010,Automatic,38000,Petrol,570,19.5,6.2
12483,17995,hyundi, Santa Fe,2017,Manual,30956,Diesel,200,47.1,2.2
15728,23998,toyota, Prius,2019,Automatic,722,Hybrid,140,64.2,1.8
12922,22950,ford, Galaxy,2019,Manual,2000,Diesel,145,55.4,2
13038,14998,vauxhall, Combo Life,2019,Manual,8001,Diesel,150,53.3,1.5
12846,26998,vw, Arteon,2019,Semi-Auto,25,Diesel,145,50.4,2
12816,8690,vw, Beetle,2016,Manual,65318,Diesel,20,65.7,2
15601,3895,ford, KA,2013,Manual,35708,Petrol,30,57.7,1.2
14578,29995,audi, S4,2018,Automatic,29000,Petrol,150,35.8,3
16111,22250,merc, S Class,2015,Automatic,76000,Diesel,200,48.7,3
19395,1695,merc, S Class,2001,Automatic,108800,Diesel,325,31.7,3.2
18589,22670,bmw, X4,2017,Automatic,41543,Diesel,150,54.3,2
17096,13798,vauxhall, Combo Life,2019,Manual,10048,Diesel,145,53.3,1.5
17861,39263,bmw, X4,2019,Semi-Auto,6170,Diesel,145,40.9,3
19098,38500,audi, A8,2018,Automatic,4284,Petrol,145,37.7,3
13095,29730,vw, Shuttle,2019,Semi-Auto,8605,Diesel,150,32.8,2
18557,67990,audi, Q8,2019,Automatic,1000,Diesel,145,32.8,3
19059,17480,merc, SLK,2016,Semi-Auto,29726,Diesel,30,70.6,2
12308,19999,vw, Caddy Maxi Life,2019,Semi-Auto,3818,Diesel,145,46.3,2
13254,16000,hyundi, I40,2019,Manual,30,Diesel,145,54.3,1.6
13961,42450,bmw, X4,2019,Semi-Auto,10910,Diesel,150,42.8,2
18003,20950,audi, S3,2016,Semi-Auto,42000,Petrol,160,43.5,2
13271,14995,skoda, Scala,2019,Manual,2900,Petrol,145,49.6,1
16688,9995,hyundi, IX20,2016,Automatic,3000,Petrol,160,43.5,1.6
13056,9690,hyundi, IX20,2017,Automatic,27185,Petrol,160,43.5,1.6
19278,5399,ford, KA,2014,Manual,24962,Petrol,30,57.7,1.2
19209,26995,ford, Edge,2018,Automatic,8633,Diesel,145,47.9,2
14040,8199,hyundi, IX35,2013,Manual,26454,Diesel,145,48.7,1.7
19042,38950,audi, SQ5,2017,Automatic,24575,Petrol,145,34,3
17673,17495,skoda, Kamiq,2020,Manual,1000,Petrol,145,49.6,1
12824,42900,vw, Caravelle,2019,Semi-Auto,2544,Diesel,145,32.8,2
12205,27989,vw, Tiguan Allspace,2019,Automatic,4635,Diesel,145,38.7,2
15580,19498,merc, V Class,2018,Manual,26276,Diesel,145,46.3,2.1
16083,7627,vauxhall, GTC,2015,Manual,49523,Diesel,125,60.1,2
12808,24500,ford, Grand Tourneo Connect,2017,Manual,9000,Diesel,145,64.2,1.5
12484,14980,vw, Beetle,2016,Manual,14382,Petrol,165,43.5,2
19570,7000,vauxhall, Antara,2015,Manual,65000,Diesel,240,44.1,2.2
13205,1995,hyundi, Getz,2007,Manual,57000,Petrol,125,51.4,1.1
19629,21333,ford, Edge,2017,Manual,9975,Diesel,145,48.7,2
18124,32000,ford, Edge,2018,Automatic,11007,Diesel,145,37.2,2
19320,16999,ford, Edge,2017,Manual,65853,Diesel,160,48.7,2
19203,5490,hyundi, IX35,2011,Manual,75617,Diesel,145,48.7,1.7
14320,12990,vw, Scirocco,2016,Manual,35692,Diesel,20,55.4,2
17513,23500,vw, Amarok,2018,Automatic,35000,Diesel,260,36.2,3
18121,18999,ford, Edge,2017,Manual,22017,Diesel,160,48.7,2
16870,16000,hyundi, I40,2019,Manual,30,Diesel,145,54.3,1.6
18599,18498,toyota, Hilux,2018,Manual,26411,Diesel,265,40.4,2.4
18238,26950,vw, Tiguan Allspace,2020,Manual,752,Diesel,145,46.3,2
18804,38500,vw, Caravelle,2019,Automatic,9200,Diesel,150,32.8,2
17880,42999,merc, CLS Class,2019,Semi-Auto,7038,Diesel,145,47.9,2.9
12783,13798,vauxhall, Combo Life,2019,Manual,9726,Diesel,145,53.3,1.5
15695,14990,vw, Scirocco,2015,Manual,50000,Petrol,300,34.9,2
17499,24990,vw, Arteon,2019,Semi-Auto,5807,Diesel,145,44.1,2
18140,20200,audi, A7,2016,Automatic,40674,Diesel,125,61.4,3
17897,38500,merc, CLS Class,2019,Semi-Auto,3354,Diesel,145,48.7,2.9
12661,20750,merc, V Class,2019,Automatic,18603,Diesel,145,48.7,2.1
12739,16199,hyundi, I800,2019,Manual,21457,Diesel,145,31.7,2.5
15685,6990,skoda, Yeti,2014,Manual,72500,Diesel,150,55.4,2
16391,7790,skoda, Rapid,2016,Semi-Auto,49000,Petrol,30,58.9,1.4
17421,2999,ford, KA,2010,Manual,38000,Petrol,30,55.4,1.2
15724,7340,merc, GL Class,2007,Automatic,104000,Diesel,570,28.8,3
16143,46000,bmw, M4,2019,Semi-Auto,1921,Petrol,145,32.5,3
13162,21750,skoda, Kamiq,2020,Semi-Auto,2500,Petrol,145,43.5,1.5
18708,14086,audi, A7,2014,Automatic,61140,Diesel,200,47.9,3
13779,16500,vw, Amarok,2016,Automatic,41978,Diesel,260,35.3,2
18914,3995,ford, Galaxy,2008,Manual,174000,Diesel,220,44.8,1.8
15255,20000,toyota, Prius,2016,Automatic,37000,Hybrid,0,85.6,1.8
18592,26990,toyota, Camry,2019,Automatic,3000,Hybrid,135,52.3,2.5
19227,17979,ford, Galaxy,2018,Manual,34350,Diesel,145,56.5,2
14290,21950,bmw, X4,2016,Semi-Auto,50944,Diesel,205,47.9,3
16686,12991,vw, Scirocco,2015,Manual,25751,Petrol,125,52.3,1.4
12165,19995,vauxhall, Combo Life,2019,Manual,2048,Diesel,145,53.3,1.5
16576,24622,bmw, 6 Series,2017,Automatic,26000,Diesel,145,49.6,3
12592,20000,ford, Tourneo Custom,2018,Manual,14292,Diesel,145,32.5,2
16781,76990,bmw, M4,2016,Automatic,4550,Petrol,300,33.2,3
15245,13800,vw, Scirocco,2016,Automatic,28902,Diesel,125,53.3,2
13491,38990,audi, A8,2018,Automatic,2490,Petrol,145,37.7,3
15637,8690,hyundi, IX20,2017,Manual,9760,Diesel,150,64.2,1.6
13560,6999,vauxhall, Antara,2013,Manual,53469,Diesel,240,44.1,2.2
18508,4500,ford, KA,2012,Manual,57500,Petrol,30,57.7,1.2
14053,19995,ford, Tourneo Custom,2018,Manual,2500,Diesel,145,32.5,2
13005,40532,merc, CLS Class,2019,Semi-Auto,5053,Diesel,145,48.7,2.9
17665,33991,merc, X-CLASS,2018,Automatic,11366,Diesel,265,31.4,3
16930,11995,merc, CLS Class,2011,Automatic,88559,Diesel,200,46.3,3
14603,15393,vauxhall, Combo Life,2019,Manual,8707,Diesel,145,53.3,1.5
12416,10895,skoda, Rapid,2018,Manual,15258,Petrol,145,61.4,1
12030,11498,toyota, Verso,2017,Manual,31756,Diesel,145,62.8,1.6
14284,32990,ford, Mustang,2017,Automatic,12000,Petrol,145,20.8,5
17382,14840,audi, A7,2014,Automatic,69743,Diesel,200,47.9,3
19604,3495,merc, CLK,2003,Automatic,185000,Petrol,330,17.8,4.3
12724,45990,vw, Caravelle,2020,Semi-Auto,1500,Diesel,150,33.6,2
13616,19500,hyundi, Santa Fe,2017,Manual,26306,Diesel,205,47.1,2.2
13567,15000,vw, Scirocco,2016,Manual,32628,Diesel,20,55.4,2
13638,7777,hyundi, IX35,2014,Manual,59247,Diesel,145,53.3,1.7
17088,23999,skoda, Kamiq,2019,Semi-Auto,1000,Petrol,145,43.5,1.5
14541,19303,ford, Edge,2017,Semi-Auto,43745,Diesel,200,47.9,2
12188,32489,hyundi, Santa Fe,2019,Automatic,20,Diesel,145,39.8,2.2
16937,61795,audi, Q8,2020,Semi-Auto,1500,Diesel,145,32.8,3
18113,21469,vw, Arteon,2017,Automatic,32387,Petrol,150,38.7,2
14559,58900,bmw, X6,2019,Automatic,15,Diesel,145,34.9,3
18309,20390,skoda, Kamiq,2019,Semi-Auto,10,Petrol,145,44.1,1.5
13942,20499,ford, Edge,2017,Manual,24151,Diesel,145,48.7,2
15658,29350,audi, RS3,2016,Semi-Auto,26930,Petrol,300,34.9,2.5
17373,31680,hyundi, Santa Fe,2019,Semi-Auto,2251,Diesel,145,40.9,2.2
13538,34490,bmw, 6 Series,2020,Semi-Auto,5,Petrol,145,42.8,2
19025,16990,skoda, Scala,2019,Semi-Auto,6000,Petrol,145,45.6,1.5
16137,53995,bmw, M4,2019,Semi-Auto,3452,Petrol,150,34,3
12921,10399,toyota, Avensis,2015,Manual,11653,Diesel,30,62.8,2
14790,40990,merc, X-CLASS,2019,Automatic,22000,Diesel,260,31.4,3
12650,5990,vauxhall, Agila,2013,Automatic,31090,Petrol,145,49.6,1.2
17304,48750,merc, S Class,2019,Automatic,2772,Diesel,145,52.3,3
18131,60849,merc, S Class,2019,Semi-Auto,6675,Diesel,145,48.7,3
17885,30000,merc, S Class,2016,Automatic,27000,Diesel,160,50.4,3
17750,12999,audi, A7,2011,Automatic,64675,Diesel,145,55.4,3
18023,61990,audi, Q8,2019,Automatic,6000,Diesel,145,32.8,3
15139,21498,merc, CLS Class,2016,Semi-Auto,35474,Diesel,165,51.4,3
18416,32950,merc, CLS Class,2018,Automatic,3942,Diesel,145,48.7,2.9
15794,7495,hyundi, IX20,2015,Manual,29000,Petrol,125,50.4,1.4
16367,9795,hyundi, IX20,2017,Manual,12704,Petrol,145,50.4,1.4
18081,20890,vauxhall, Combo Life,2019,Manual,6000,Diesel,145,53.3,1.5
18294,8999,vauxhall, Zafira Tourer,2016,Manual,51300,Petrol,205,42.2,1.4
17706,9480,vauxhall, GTC,2016,Manual,26397,Petrol,165,47.1,1.4
18536,24310,bmw, M5,2015,Semi-Auto,42932,Petrol,555,28.5,4.4
16866,25990,audi, A7,2015,Semi-Auto,13815,Petrol,260,37.2,3
13641,19300,bmw, i3,2017,Automatic,32867,Other,0,470.8,0.6
16075,10000,skoda, Yeti,2015,Manual,38900,Diesel,200,48.7,2
14047,20995,toyota, Prius,2017,Automatic,3440,Hybrid,135,94.1,1.8
12491,5500,toyota, IQ,2011,Automatic,30000,Petrol,20,58.9,1
18771,28990,bmw, 6 Series,2018,Semi-Auto,10250,Diesel,145,49.6,3
12730,28980,merc, S Class,2016,Semi-Auto,31210,Diesel,200,47.9,3
14223,39990,merc, S Class,2018,Automatic,25000,Diesel,150,52.3,2.9
15643,28995,bmw, M4,2015,Semi-Auto,35000,Petrol,330,32.5,3
17413,33995,bmw, 7 Series,2016,Semi-Auto,15143,Diesel,160,52.3,3
18600,32000,ford, Mustang,2018,Automatic,5000,Petrol,145,23.5,5
12113,25498,ford, Edge,2018,Semi-Auto,19364,Diesel,145,47.9,2
12053,20248,merc, CLA Class,2016,Automatic,28916,Diesel,20,67.3,2.1
17827,4490,ford, KA,2014,Manual,31423,Petrol,30,57.7,1.2
16281,48482,bmw, X6,2017,Semi-Auto,19924,Petrol,145,25.4,4.4
13067,8495,skoda, Rapid,2017,Semi-Auto,33558,Petrol,150,58.9,1.4
16131,6450,toyota, Land Cruiser,2004,Automatic,143000,Diesel,325,27.2,3
17268,3950,bmw, Z3,1997,Manual,49000,Petrol,270,35.3,1.9
15215,24000,bmw, X4,2016,Automatic,25465,Diesel,200,47.9,3
18459,12699,vw, Scirocco,2014,Semi-Auto,33705,Diesel,145,50.4,2
12240,12240,vw, Beetle,2017,Manual,30446,Petrol,145,53.3,1.2
13888,7999,vw, Beetle,2014,Manual,29699,Diesel,125,57.6,2
16689,4995,bmw, 6 Series,2005,Automatic,84000,Petrol,305,24.6,4.4
12293,7495,merc, SLK,2008,Automatic,58000,Petrol,330,29.7,3
17345,5495,ford, KA,2016,Manual,22280,Petrol,30,57.7,1.2
16515,18990,toyota, Prius,2018,Automatic,43078,Hybrid,135,94.1,1.8
13946,22998,hyundi, I800,2019,Manual,2269,Diesel,145,31.7,2.5
14380,50388,vw, Caravelle,2020,Automatic,5000,Diesel,145,34,2
12269,35495,hyundi, Santa Fe,2019,Semi-Auto,25,Diesel,145,39.8,2.2
13801,9999,vauxhall, Zafira Tourer,2016,Manual,32363,Petrol,200,42.2,1.4
16621,14990,audi, A7,2013,Automatic,63000,Diesel,200,47.9,3
12408,10800,skoda, Rapid,2017,Manual,22199,Petrol,30,57.7,1.2
16874,28990,vw, Arteon,2020,Semi-Auto,115,Petrol,145,47.1,2
13637,19289,ford, Galaxy,2017,Manual,28492,Diesel,145,56.5,2
17428,15995,hyundi, Santa Fe,2016,Automatic,42812,Diesel,235,42.2,2.2
15474,8000,skoda, Yeti,2013,Manual,59006,Diesel,205,47.1,2
17935,13999,toyota, GT86,2016,Manual,19987,Petrol,260,36.2,2
12009,49991,toyota, Supra,2019,Semi-Auto,1000,Petrol,145,34.5,3
12667,14000,vw, CC,2017,Automatic,27000,Diesel,125,58.9,2
19542,16990,merc, CLS Class,2014,Semi-Auto,42980,Diesel,145,54.3,2.1
14324,32000,bmw, X4,2018,Semi-Auto,10920,Diesel,150,42.8,2
17396,16130,vauxhall, Combo Life,2019,Automatic,826,Diesel,145,50.4,1.5
13131,32990,bmw, 7 Series,2016,Semi-Auto,21224,Petrol,300,35.3,4.4
17713,24895,merc, X-CLASS,2019,Automatic,12402,Diesel,260,35.8,2.3
19334,29999,ford, Edge,2019,Semi-Auto,16192,Diesel,145,37.2,2
13141,64999,bmw, X7,2020,Semi-Auto,4000,Diesel,145,33.6,3
18590,7599,hyundi, IX35,2014,Manual,70352,Diesel,150,53.3,1.7
17531,5995,merc, S Class,1999,Automatic,34000,Petrol,145,24.6,3.2
17952,20431,vw, Arteon,2017,Semi-Auto,18392,Diesel,150,62.8,2
19575,27498,vw, Arteon,2019,Manual,10,Diesel,145,52.3,2
16276,16850,merc, CLA Class,2017,Automatic,20182,Diesel,150,67.3,2.1
16491,47990,audi, A8,2019,Automatic,755,Diesel,145,39.2,3
18149,21495,skoda, Kamiq,2020,Semi-Auto,2000,Diesel,145,52.3,1.6
13203,7970,hyundi, IX20,2016,Manual,25969,Petrol,125,50.4,1.4
16666,33900,hyundi, Santa Fe,2019,Automatic,1173,Diesel,145,39.2,2.2
18408,5295,ford, KA,2015,Manual,36742,Petrol,30,57.7,1.2
14117,32980,hyundi, Santa Fe,2019,Semi-Auto,2390,Diesel,145,39.2,2.2
13094,17400,hyundi, Santa Fe,2017,Manual,28366,Diesel,150,47.1,2.2
18786,9491,ford, Grand C-MAX,2016,Semi-Auto,37799,Diesel,30,58.9,1.5
16194,39995,vw, Caravelle,2019,Semi-Auto,6565,Diesel,145,33.6,2
14075,15700,ford, Edge,2017,Manual,62124,Diesel,160,48.7,2
19142,9998,ford, Tourneo Connect,2015,Manual,88927,Diesel,30,64.2,1.5
15577,15299,merc, M Class,2012,Automatic,54632,Diesel,200,44.8,2.1
19207,12950,ford, Grand C-MAX,2017,Manual,14369,Diesel,150,64.2,1.5
19089,8495,hyundi, IX20,2016,Manual,2542,Petrol,125,50.4,1.4
13818,10998,ford, Grand C-MAX,2017,Manual,31399,Diesel,30,64.2,1.5
15049,11000,ford, Grand C-MAX,2017,Manual,22235,Diesel,30,64.2,1.5
17987,20000,hyundi, I800,2019,Automatic,804,Diesel,145,31.7,2.5
14795,22000,ford, Edge,2017,Semi-Auto,14143,Diesel,150,47.9,2
18784,26990,vw, Shuttle,2019,Semi-Auto,11542,Diesel,150,32.8,2
18891,57995,audi, RS6,2017,Semi-Auto,34926,Petrol,325,29.4,4
14461,24989,vw, Arteon,2019,Automatic,1413,Other,150,50.4,2
18939,14995,vw, Scirocco,2017,Manual,24784,Diesel,20,67.3,2
15678,16995,hyundi, Santa Fe,2016,Semi-Auto,30822,Diesel,235,42.8,2.2
19039,16499,merc, GL Class,2015,Automatic,53789,Diesel,125,56.5,2.1
19114,15985,vw, Amarok,2015,Manual,50114,Diesel,260,35.3,2
18751,15299,merc, GL Class,2015,Automatic,41270,Diesel,20,62.8,2.1
14753,9490,hyundi, IX20,2017,Manual,12836,Petrol,145,50.4,1.4
15914,10800,merc, SLK,2012,Automatic,51703,Diesel,145,56.5,2.1
18885,10495,ford, Grand C-MAX,2015,Semi-Auto,31221,Diesel,165,48.7,2
17024,32149,hyundi, Santa Fe,2019,Semi-Auto,10000,Diesel,145,39.2,2.2
14520,29998,vw, Arteon,2019,Semi-Auto,3000,Diesel,150,50.4,2
19344,28950,vw, Tiguan Allspace,2019,Automatic,15856,Diesel,150,38.7,2
17282,20353,vw, Scirocco,2018,Semi-Auto,23548,Petrol,145,44.1,2
14989,20000,ford, Tourneo Custom,2018,Manual,13306,Diesel,145,32.5,2
14593,22490,bmw, X4,2016,Automatic,57000,Diesel,205,47.1,3
12202,22500,ford, Edge,2017,Semi-Auto,19552,Diesel,200,47.9,2
